GENE_FROM	MRNA_FROM	CHROM_FROM	START_FROM	STOP_FROM	STRAND_FROM	GENE_TO	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
fgenesh1_pg.C_scaffold_1000617.5	bden_t_21744	bdenJAM81_scaffold_1	1809637	1814193	1	BDEG_00679	BDET_00683	bden_JEL423_supercont1.1	1804574	1805229	-1	no
fgenesh1_pg.C_scaffold_1000617.5	bden_t_21744	bdenJAM81_scaffold_1	1809637	1814193	1	BDEG_00680	BDET_00684	bden_JEL423_supercont1.1	1805633	1809130	-1	no
e_gw1.9.294.1.5	bden_t_12654	bdenJAM81_scaffold_9	403432	403851	1	BDEG_05840	BDET_05857	bden_JEL423_supercont1.8	672435	674366	-1	yes
GP3.001030.5	bden_t_84544	bdenJAM81_scaffold_1	579707	580992	1	BDEG_00215	BDET_00217	bden_JEL423_supercont1.1	585467	586693	-1	yes
estExt_fgenesh1_kg.C_140003.5	bden_t_37411	bdenJAM81_scaffold_14	45031	46356	1	BDEG_01910	BDET_01914	bden_JEL423_supercont1.2	634818	636138	-1	yes
estExt_fgenesh1_kg.C_120007.5	bden_t_37327	bdenJAM81_scaffold_12	115799	117470	1	BDEG_07251	BDET_07270	bden_JEL423_supercont1.12	228663	230022	-1	yes
estExt_fgenesh1_pg.C_20306.5	bden_t_34423	bdenJAM81_scaffold_2	944130	945355	1	BDEG_03518	BDET_03526	bden_JEL423_supercont1.4	870721	872083	-1	yes
fgenesh1_pg.C_scaffold_161000001.5	bden_t_29002	bdenJAM81_scaffold_161	47	472	-1						NO_SYNTENIC_ALIGNMENT
e_gw1.15.6.1.5	bden_t_14265	bdenJAM81_scaffold_15	462647	466067	1	BDEG_07921	BDET_07943	bden_JEL423_supercont1.14	404167	408398	-1	yes
estExt_fgenesh1_pg.C_11361.5	bden_t_34313	bdenJAM81_scaffold_1	4099843	4103562	1	BDEG_01546	BDET_01550	bden_JEL423_supercont1.1	4128628	4132160	-1	yes
estExt_fgenesh1_pg.C_180102.5	bden_t_36260	bdenJAM81_scaffold_18	329504	331624	1	BDEG_03122	BDET_03130	bden_JEL423_supercont1.3	1597355	1599034	-1	yes
fgenesh1_pg.C_scaffold_2000558.5	bden_t_23171	bdenJAM81_scaffold_2	1712021	1714656	1	BDEG_03246	BDET_03254	bden_JEL423_supercont1.4	99420	101653	-1	yes
fgenesh1_pg.C_scaffold_1001145.5	bden_t_22272	bdenJAM81_scaffold_1	3382213	3383150	1	BDEG_01280	BDET_01284	bden_JEL423_supercont1.1	3409265	3410399	-1	yes
fgenesh1_pg.C_scaffold_12000176.5	bden_t_27227	bdenJAM81_scaffold_12	564409	566150	1	BDEG_07423	BDET_07443	bden_JEL423_supercont1.12	714943	716684	-1	yes
fgenesh1_pg.C_scaffold_11000085.5	bden_t_26830	bdenJAM81_scaffold_11	275128	276169	-1	BDEG_07593	BDET_07613	bden_JEL423_supercont1.13	245590	246631	-1	yes
GP3.033700.5	bden_t_87811	bdenJAM81_scaffold_4	256249	257922	1	BDEG_02440	BDET_02447	bden_JEL423_supercont1.2	2016309	2020693	-1	yes
fgenesh1_pg.C_scaffold_1001044.5	bden_t_22171	bdenJAM81_scaffold_1	3094035	3094942	1	BDEG_01165	BDET_01169	bden_JEL423_supercont1.1	3125547	3126483	-1	yes
GP3.011700.5	bden_t_85611	bdenJAM81_scaffold_1	390809	391741	-1	BDEG_00149	BDET_00149	bden_JEL423_supercont1.1	396346	397388	-1	yes
estExt_fgenesh1_kg.C_200013.5	bden_t_37573	bdenJAM81_scaffold_20	225403	226359	1	BDEG_06384	BDET_06402	bden_JEL423_supercont1.10	43721	46728	-1	yes
estExt_Genewise1Plus.C_160011.5	bden_t_20902	bdenJAM81_scaffold_16	24427	27529	-1	BDEG_08253	BDET_08278	bden_JEL423_supercont1.15	358593	360102	-1	yes
GP3.087900.5	bden_t_93231	bdenJAM81_scaffold_141	5204	5524	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_8000033.5	bden_t_25701	bdenJAM81_scaffold_8	126627	128245	-1	BDEG_07185	BDET_07204	bden_JEL423_supercont1.12	61949	63599	-1	yes
estExt_Genewise1Plus.C_130069.5	bden_t_20632	bdenJAM81_scaffold_13	240835	242275	-1	BDEG_06666	BDET_06684	bden_JEL423_supercont1.10	772103	773516	-1	yes
fgenesh1_pg.C_scaffold_24000009.5	bden_t_28732	bdenJAM81_scaffold_24	31810	32649	1						NO_SYNTENIC_ALIGNMENT
GP3.010730.5	bden_t_85514	bdenJAM81_scaffold_1	1286933	1291117	-1	BDEG_00476	BDET_00478	bden_JEL423_supercont1.1	1286873	1291242	-1	yes
GP3.072330.5	bden_t_91674	bdenJAM81_scaffold_14	290238	291963	-1	BDEG_01821	BDET_01825	bden_JEL423_supercont1.2	390575	391032	-1	no
GP3.072330.5	bden_t_91674	bdenJAM81_scaffold_14	290238	291963	-1	BDEG_01822	BDET_01826	bden_JEL423_supercont1.2	391133	392242	-1	no
GP3.038650.5	bden_t_88306	bdenJAM81_scaffold_5	108263	108553	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_7000081.5	bden_t_25329	bdenJAM81_scaffold_7	261686	266032	1	BDEG_02631	BDET_02638	bden_JEL423_supercont1.3	253743	258089	-1	yes
GP3.052720.5	bden_t_89713	bdenJAM81_scaffold_8	924450	926991	-1	BDEG_06094	BDET_06111	bden_JEL423_supercont1.9	336904	339752	-1	yes
fgenesh1_pg.C_scaffold_14000116.5	bden_t_27662	bdenJAM81_scaffold_14	329551	330177	-1	BDEG_01805	BDET_01809	bden_JEL423_supercont1.2	352326	352952	-1	yes
GP3.030850.5	bden_t_87526	bdenJAM81_scaffold_4	1043243	1047460	-1	BDEG_02138	BDET_02143	bden_JEL423_supercont1.2	1242238	1246038	-1	yes
e_gw1.4.341.1.5	bden_t_10760	bdenJAM81_scaffold_4	791907	792754	1	BDEG_02237	BDET_02242	bden_JEL423_supercont1.2	1484627	1485280	-1	no
e_gw1.4.341.1.5	bden_t_10760	bdenJAM81_scaffold_4	791907	792754	1	BDEG_02238	BDET_02243	bden_JEL423_supercont1.2	1485598	1486168	-1	no
GP3.043240.5	bden_t_88765	bdenJAM81_scaffold_6	911881	913408	-1	BDEG_04716	BDET_04730	bden_JEL423_supercont1.6	640014	641118	-1	yes
estExt_fgenesh1_pm.C_130062.5	bden_t_33679	bdenJAM81_scaffold_13	622356	624348	-1	BDEG_06517	BDET_06535	bden_JEL423_supercont1.10	392204	393880	-1	yes
estExt_Genewise1.C_11413.5	bden_t_15776	bdenJAM81_scaffold_1	4300946	4302307	1	BDEG_01623	BDET_01627	bden_JEL423_supercont1.1	4328198	4330861	-1	yes
estExt_fgenesh1_kg.C_10101.5	bden_t_36412	bdenJAM81_scaffold_1	1556319	1558044	-1	BDEG_00575	BDET_00578	bden_JEL423_supercont1.1	1549139	1550654	-1	yes
GP3.065660.5	bden_t_91007	bdenJAM81_scaffold_11	361739	362218	1	BDEG_07626	BDET_07646	bden_JEL423_supercont1.13	331913	335987	-1	yes
fgenesh1_pg.C_scaffold_2000159.5	bden_t_22772	bdenJAM81_scaffold_2	444828	445898	1	BDEG_03692	BDET_03701	bden_JEL423_supercont1.4	1370393	1371397	-1	yes
estExt_fgenesh1_pg.C_120167.5	bden_t_35874	bdenJAM81_scaffold_12	545416	549554	-1	BDEG_07410	BDET_07430	bden_JEL423_supercont1.12	689573	692319	-1	yes
fgenesh1_pg.C_scaffold_2000388.5	bden_t_23001	bdenJAM81_scaffold_2	1208835	1209583	1	BDEG_03430	BDET_03438	bden_JEL423_supercont1.4	610217	612049	-1	yes
e_gw1.14.188.1.5	bden_t_14086	bdenJAM81_scaffold_14	6290	6931	1	BDEG_01927	BDET_01931	bden_JEL423_supercont1.2	674244	674885	-1	yes
e_gw1.17.89.1.5	bden_t_14696	bdenJAM81_scaffold_17	81779	82513	1	BDEG_08503	BDET_08528	bden_JEL423_supercont1.16	438766	439398	-1	yes
estExt_fgenesh1_kg.C_100053.5	bden_t_37264	bdenJAM81_scaffold_10	617183	619286	1	BDEG_07010	BDET_07029	bden_JEL423_supercont1.11	601631	603421	-1	yes
fgenesh1_pg.C_scaffold_14000224.5	bden_t_27770	bdenJAM81_scaffold_14	700178	701803	1	BDEG_01672	BDET_01676	bden_JEL423_supercont1.2	355	1971	-1	yes
estExt_Genewise1Plus.C_40375.5	bden_t_19314	bdenJAM81_scaffold_4	1135173	1137312	-1	BDEG_02107	BDET_02112	bden_JEL423_supercont1.2	1151420	1153404	-1	yes
GP3.021920.5	bden_t_86633	bdenJAM81_scaffold_2	911001	913318	1	BDEG_03530	BDET_03538	bden_JEL423_supercont1.4	902931	904954	-1	yes
fgenesh1_pg.C_scaffold_5000210.5	bden_t_24494	bdenJAM81_scaffold_5	757930	760402	1	BDEG_05268	BDET_05284	bden_JEL423_supercont1.7	601542	603309	-1	yes
estExt_fgenesh1_pg.C_10914.5	bden_t_34155	bdenJAM81_scaffold_1	2726915	2730339	1	BDEG_01025	BDET_01029	bden_JEL423_supercont1.1	2734536	2737944	-1	yes
GP3.042900.5	bden_t_88731	bdenJAM81_scaffold_6	1208117	1208477	-1						NO_GENES_IN_INTERVAL
estExt_Genewise1.C_70113.5	bden_t_16805	bdenJAM81_scaffold_7	457520	462190	1	BDEG_02699	BDET_02706	bden_JEL423_supercont1.3	449951	455183	-1	yes
gw1.17.51.1.5	bden_t_3069	bdenJAM81_scaffold_17	440653	442181	1	BDEG_08359	BDET_08384	bden_JEL423_supercont1.16	78669	79963	-1	yes
GP3.008760.5	bden_t_85317	bdenJAM81_scaffold_1	3259242	3259992	-1	BDEG_01225	BDET_01229	bden_JEL423_supercont1.1	3286424	3287291	-1	yes
GP3.013800.5	bden_t_85821	bdenJAM81_scaffold_1	1831687	1832937	1	BDEG_00688	BDET_00692	bden_JEL423_supercont1.1	1826829	1827872	-1	yes
fgenesh1_pg.C_scaffold_15000153.5	bden_t_27929	bdenJAM81_scaffold_15	481172	483832	1	BDEG_07914	BDET_07936	bden_JEL423_supercont1.14	386799	387320	-1	no
fgenesh1_pg.C_scaffold_15000153.5	bden_t_27929	bdenJAM81_scaffold_15	481172	483832	1	BDEG_07915	BDET_07937	bden_JEL423_supercont1.14	387653	388298	-1	no
estExt_fgenesh1_pg.C_130201.5	bden_t_35964	bdenJAM81_scaffold_13	599316	604002	-1	BDEG_06526	BDET_06544	bden_JEL423_supercont1.10	412234	412759	-1	no
estExt_fgenesh1_pg.C_130201.5	bden_t_35964	bdenJAM81_scaffold_13	599316	604002	-1	BDEG_06527	BDET_06545	bden_JEL423_supercont1.10	413722	416920	-1	no
GP3.065080.5	bden_t_90949	bdenJAM81_scaffold_11	237331	241427	-1	BDEG_07577	BDET_07597	bden_JEL423_supercont1.13	207812	211908	-1	yes
estExt_fgenesh1_pg.C_70293.5	bden_t_35295	bdenJAM81_scaffold_7	930945	932692	1	BDEG_02873	BDET_02880	bden_JEL423_supercont1.3	919628	920949	-1	yes
GP3.059810.5	bden_t_90422	bdenJAM81_scaffold_10	401180	402430	-1	BDEG_06916	BDET_06935	bden_JEL423_supercont1.11	373861	375111	-1	yes
fgenesh1_kg.C_scaffold_15000042.5	bden_t_32433	bdenJAM81_scaffold_15	623600	624222	-1	BDEG_07865	BDET_07886	bden_JEL423_supercont1.14	245757	249039	-1	yes
GP3.062310.5	bden_t_90672	bdenJAM81_scaffold_10	425709	426612	1	BDEG_06931	BDET_06950	bden_JEL423_supercont1.11	410051	411000	-1	yes
estExt_Genewise1.C_10652.5	bden_t_15466	bdenJAM81_scaffold_1	1932851	1936940	-1	BDEG_00733	BDET_00737	bden_JEL423_supercont1.1	1927903	1932508	-1	yes
GP3.084900.5	bden_t_92931	bdenJAM81_scaffold_24	15891	17507	1						NO_SYNTENIC_ALIGNMENT
gw1.5.265.1.5	bden_t_4249	bdenJAM81_scaffold_5	350594	351986	1	BDEG_05135	BDET_05150	bden_JEL423_supercont1.7	194411	195733	-1	yes
fgenesh1_pg.C_scaffold_1001228.5	bden_t_22355	bdenJAM81_scaffold_1	3646453	3647544	-1	BDEG_01375	BDET_01379	bden_JEL423_supercont1.1	3673737	3674893	-1	no
fgenesh1_pg.C_scaffold_1001228.5	bden_t_22355	bdenJAM81_scaffold_1	3646453	3647544	-1	BDEG_01376	BDET_01380	bden_JEL423_supercont1.1	3675435	3676633	-1	no
estExt_fgenesh1_kg.C_80042.5	bden_t_37122	bdenJAM81_scaffold_8	689958	690686	1	BDEG_06183	BDET_06200	bden_JEL423_supercont1.9	577984	580948	-1	yes
fgenesh1_pg.C_scaffold_14000133.5	bden_t_27679	bdenJAM81_scaffold_14	382066	384432	1	BDEG_01789	BDET_01793	bden_JEL423_supercont1.2	297989	300355	-1	yes
GP3.070500.5	bden_t_91491	bdenJAM81_scaffold_13	472678	482672	-1	BDEG_06576	BDET_06594	bden_JEL423_supercont1.10	532924	549566	-1	yes
estExt_fgenesh1_kg.C_90017.5	bden_t_37169	bdenJAM81_scaffold_9	414921	417497	-1	BDEG_05837	BDET_05854	bden_JEL423_supercont1.8	660205	662770	-1	yes
GP3.044200.5	bden_t_88861	bdenJAM81_scaffold_6	22619	23503	1	BDEG_05056	BDET_05071	bden_JEL423_supercont1.6	1535745	1536629	-1	yes
GP3.088730.5	bden_t_93314	bdenJAM81_scaffold_206	287	2626	-1						NO_SYNTENIC_ALIGNMENT
GP3.087120.5	bden_t_93153	bdenJAM81_scaffold_96	2874	3689	1						NO_SYNTENIC_ALIGNMENT
estExt_fgenesh1_pg.C_40210.5	bden_t_34789	bdenJAM81_scaffold_4	633085	636350	-1	BDEG_02292	BDET_02297	bden_JEL423_supercont1.2	1628370	1631172	-1	yes
GP3.004490.5	bden_t_84890	bdenJAM81_scaffold_1	2419696	2422199	-1	BDEG_00911	BDET_00915	bden_JEL423_supercont1.1	2414870	2417373	-1	yes
estExt_fgenesh1_pg.C_11221.5	bden_t_34268	bdenJAM81_scaffold_1	3660970	3664102	-1	BDEG_01381	BDET_01385	bden_JEL423_supercont1.1	3690015	3693200	-1	yes
fgenesh1_pg.C_scaffold_2000507.5	bden_t_23120	bdenJAM81_scaffold_2	1573798	1578854	1	BDEG_03298	BDET_03306	bden_JEL423_supercont1.4	233174	240202	-1	yes
fgenesh1_pg.C_scaffold_3000537.5	bden_t_23741	bdenJAM81_scaffold_3	1625702	1626569	1	BDEG_04465	BDET_04479	bden_JEL423_supercont1.5	1627753	1628620	-1	yes
GP3.044370.5	bden_t_88878	bdenJAM81_scaffold_6	187154	188002	1	BDEG_05000	BDET_05015	bden_JEL423_supercont1.6	1371136	1371984	-1	yes
fgenesh1_pg.C_scaffold_7000220.5	bden_t_25468	bdenJAM81_scaffold_7	688257	689609	-1	BDEG_02786	BDET_02793	bden_JEL423_supercont1.3	681316	682668	-1	yes
GP3.081900.5	bden_t_92631	bdenJAM81_scaffold_18	60206	62370	-1	BDEG_03018	BDET_03026	bden_JEL423_supercont1.3	1332127	1334291	-1	yes
fgenesh1_pg.C_scaffold_1001083.5	bden_t_22210	bdenJAM81_scaffold_1	3220652	3221647	-1	BDEG_01208	BDET_01212	bden_JEL423_supercont1.1	3247652	3248527	-1	yes
estExt_Genewise1Plus.C_20234.5	bden_t_18805	bdenJAM81_scaffold_2	859818	861567	1	BDEG_03552	BDET_03560	bden_JEL423_supercont1.4	954383	956141	-1	yes
estExt_fgenesh1_kg.C_20052.5	bden_t_36621	bdenJAM81_scaffold_2	903449	905456	-1	BDEG_03533	BDET_03541	bden_JEL423_supercont1.4	910521	912349	-1	yes
GP3.070920.5	bden_t_91533	bdenJAM81_scaffold_13	42801	44030	-1	BDEG_06749	BDET_06767	bden_JEL423_supercont1.10	970847	971905	-1	yes
fgenesh1_pg.C_scaffold_10000080.5	bden_t_26493	bdenJAM81_scaffold_10	259433	261274	1	BDEG_06854	BDET_06873	bden_JEL423_supercont1.11	231850	233691	-1	yes
fgenesh1_pg.C_scaffold_19000016.5	bden_t_28534	bdenJAM81_scaffold_19	51957	53777	-1	BDEG_08659	BDET_08684	bden_JEL423_supercont1.20	37501	39089	-1	yes
gw1.5.209.1.5	bden_t_3084	bdenJAM81_scaffold_5	978916	980013	1	BDEG_05359	BDET_05375	bden_JEL423_supercont1.7	821893	823723	-1	yes
GP3.045040.5	bden_t_88945	bdenJAM81_scaffold_6	844242	844643	1	BDEG_04738	BDET_04752	bden_JEL423_supercont1.6	707551	708799	-1	yes
GP3.028120.5	bden_t_87253	bdenJAM81_scaffold_3	768718	769221	1	BDEG_04137	BDET_04148	bden_JEL423_supercont1.5	769440	769943	-1	yes
estExt_fgenesh1_pg.C_10333.5	bden_t_33975	bdenJAM81_scaffold_1	988577	996047	1	BDEG_00368	BDET_00370	bden_JEL423_supercont1.1	985539	986558	-1	no
estExt_fgenesh1_pg.C_10333.5	bden_t_33975	bdenJAM81_scaffold_1	988577	996047	1	BDEG_00369	BDET_00371	bden_JEL423_supercont1.1	987795	994512	-1	no
GP3.017480.5	bden_t_86189	bdenJAM81_scaffold_2	655511	656560	-1	BDEG_03615	BDET_03624	bden_JEL423_supercont1.4	1159631	1162630	-1	yes
GP3.004380.5	bden_t_84879	bdenJAM81_scaffold_1	2366954	2369666	-1	BDEG_00893	BDET_00897	bden_JEL423_supercont1.1	2362380	2364841	-1	yes
e_gw1.10.310.1.5	bden_t_13116	bdenJAM81_scaffold_10	348860	349373	-1						NO_GENES_IN_INTERVAL
GP3.027970.5	bden_t_87238	bdenJAM81_scaffold_3	534166	537903	1	BDEG_04053	BDET_04063	bden_JEL423_supercont1.5	534208	537945	-1	yes
estExt_fgenesh1_pg.C_30226.5	bden_t_34587	bdenJAM81_scaffold_3	743864	752383	-1	BDEG_04129	BDET_04140	bden_JEL423_supercont1.5	745061	746813	-1	no
estExt_fgenesh1_pg.C_30226.5	bden_t_34587	bdenJAM81_scaffold_3	743864	752383	-1	BDEG_04130	BDET_04141	bden_JEL423_supercont1.5	747183	753104	-1	no
estExt_fgenesh1_pm.C_60066.5	bden_t_33248	bdenJAM81_scaffold_6	884051	885812	-1	BDEG_04723	BDET_04737	bden_JEL423_supercont1.6	667206	668898	-1	yes
GP3.022320.5	bden_t_86673	bdenJAM81_scaffold_2	1401072	1402514	1	BDEG_03355	BDET_03363	bden_JEL423_supercont1.4	411433	412944	-1	yes
fgenesh1_pg.C_scaffold_8000050.5	bden_t_25718	bdenJAM81_scaffold_8	172476	180685	-1	BDEG_07164	BDET_07183	bden_JEL423_supercont1.12	9094	9438	-1	no
fgenesh1_pg.C_scaffold_8000050.5	bden_t_25718	bdenJAM81_scaffold_8	172476	180685	-1	BDEG_07166	BDET_07185	bden_JEL423_supercont1.12	12508	14713	-1	no
fgenesh1_pg.C_scaffold_8000050.5	bden_t_25718	bdenJAM81_scaffold_8	172476	180685	-1	BDEG_07167	BDET_07186	bden_JEL423_supercont1.12	16152	17490	-1	no
fgenesh1_pg.C_scaffold_8000050.5	bden_t_25718	bdenJAM81_scaffold_8	172476	180685	-1	BDEG_07165	BDET_07184	bden_JEL423_supercont1.12	9810	12028	-1	no
GP3.039720.5	bden_t_88413	bdenJAM81_scaffold_5	1095849	1096288	1						NO_GENES_IN_INTERVAL
fgenesh1_pm.C_scaffold_1000290.5	bden_t_29352	bdenJAM81_scaffold_1	3358502	3365076	1	BDEG_01272	BDET_01276	bden_JEL423_supercont1.1	3385627	3388701	-1	no
fgenesh1_pm.C_scaffold_1000290.5	bden_t_29352	bdenJAM81_scaffold_1	3358502	3365076	1	BDEG_01274	BDET_01278	bden_JEL423_supercont1.1	3391681	3394066	-1	no
fgenesh1_pm.C_scaffold_1000290.5	bden_t_29352	bdenJAM81_scaffold_1	3358502	3365076	1	BDEG_01273	BDET_01277	bden_JEL423_supercont1.1	3389036	3390922	-1	no
fgenesh1_pg.C_scaffold_18000115.5	bden_t_28462	bdenJAM81_scaffold_18	372725	373312	1	BDEG_03136	BDET_03144	bden_JEL423_supercont1.3	1640576	1641163	-1	yes
estExt_fgenesh1_pg.C_60264.5	bden_t_35118	bdenJAM81_scaffold_6	816399	818173	-1	BDEG_04749	BDET_04763	bden_JEL423_supercont1.6	734923	736649	-1	yes
GP3.023870.5	bden_t_86828	bdenJAM81_scaffold_3	610117	611189	-1	BDEG_04074	BDET_04084	bden_JEL423_supercont1.5	610261	611333	-1	yes
fgenesh1_pg.C_scaffold_1001267.5	bden_t_22394	bdenJAM81_scaffold_1	3772931	3774324	1	BDEG_01420	BDET_01424	bden_JEL423_supercont1.1	3801575	3804872	-1	yes
GP3.063320.5	bden_t_90773	bdenJAM81_scaffold_11	301313	302815	-1	BDEG_07603	BDET_07623	bden_JEL423_supercont1.13	272034	273277	-1	yes
fgenesh1_pg.C_scaffold_6000363.5	bden_t_25134	bdenJAM81_scaffold_6	1098692	1099296	-1	BDEG_04639	BDET_04653	bden_JEL423_supercont1.6	451282	451886	-1	yes
fgenesh1_kg.C_scaffold_17000036.5	bden_t_32495	bdenJAM81_scaffold_17	524623	525308	-1	BDEG_05974	BDET_05991	bden_JEL423_supercont1.9	22765	23181	-1	yes
fgenesh1_pg.C_scaffold_16000053.5	bden_t_28023	bdenJAM81_scaffold_16	147950	150221	1	BDEG_08203	BDET_08228	bden_JEL423_supercont1.15	234751	236420	-1	yes
fgenesh1_pg.C_scaffold_1001239.5	bden_t_22366	bdenJAM81_scaffold_1	3678177	3678765	-1	BDEG_01388	BDET_01392	bden_JEL423_supercont1.1	3707275	3707863	-1	yes
e_gw1.19.13.1.5	bden_t_14887	bdenJAM81_scaffold_19	244719	248345	-1	BDEG_08542	BDET_08567	bden_JEL423_supercont1.17	38853	42757	-1	yes
GP3.053000.5	bden_t_89741	bdenJAM81_scaffold_8	664270	665187	-1						NO_GENES_IN_INTERVAL
GP3.028500.5	bden_t_87291	bdenJAM81_scaffold_3	1128871	1129605	1	BDEG_04274	BDET_04288	bden_JEL423_supercont1.5	1129584	1130318	-1	yes
fgenesh1_pg.C_scaffold_17000113.5	bden_t_28286	bdenJAM81_scaffold_17	368970	372477	1	BDEG_08387	BDET_08412	bden_JEL423_supercont1.16	138942	141806	-1	yes
fgenesh1_pg.C_scaffold_8000134.5	bden_t_25802	bdenJAM81_scaffold_8	422052	423197	-1	BDEG_06295	BDET_06312	bden_JEL423_supercont1.9	857058	858203	-1	yes
gw1.1.276.1.5	bden_t_1420	bdenJAM81_scaffold_1	4249146	4251190	1	BDEG_01599	BDET_01603	bden_JEL423_supercont1.1	4276775	4279241	-1	yes
e_gw1.9.169.1.5	bden_t_12599	bdenJAM81_scaffold_9	117353	118673	-1	BDEG_05932	BDET_05949	bden_JEL423_supercont1.8	966308	967916	-1	yes
fgenesh1_pg.C_scaffold_10000121.5	bden_t_26534	bdenJAM81_scaffold_10	390306	391871	-1	BDEG_06911	BDET_06930	bden_JEL423_supercont1.11	362865	364922	-1	yes
fgenesh1_pg.C_scaffold_11000153.5	bden_t_26898	bdenJAM81_scaffold_11	479917	480819	-1	BDEG_07672	BDET_07692	bden_JEL423_supercont1.13	448746	449648	-1	yes
estExt_fgenesh1_pg.C_10241.5	bden_t_33943	bdenJAM81_scaffold_1	712319	714247	1	BDEG_00271	BDET_00273	bden_JEL423_supercont1.1	718872	720198	-1	yes
fgenesh1_pm.C_scaffold_1000053.5	bden_t_29115	bdenJAM81_scaffold_1	614175	617435	1	BDEG_00231	BDET_00233	bden_JEL423_supercont1.1	620101	621928	-1	no
fgenesh1_pm.C_scaffold_1000053.5	bden_t_29115	bdenJAM81_scaffold_1	614175	617435	1	BDEG_00232	BDET_00234	bden_JEL423_supercont1.1	622471	623190	-1	no
fgenesh1_pg.C_scaffold_1001192.5	bden_t_22319	bdenJAM81_scaffold_1	3527211	3530583	1	BDEG_01336	BDET_01340	bden_JEL423_supercont1.1	3554617	3557806	-1	yes
GP3.015020.5	bden_t_85943	bdenJAM81_scaffold_1	3263094	3264094	1	BDEG_01228	BDET_01232	bden_JEL423_supercont1.1	3290110	3290732	-1	yes
estExt_fgenesh1_pg.C_50393.5	bden_t_35027	bdenJAM81_scaffold_5	1292389	1293731	-1	BDEG_05486	BDET_05503	bden_JEL423_supercont1.7	1135836	1136983	-1	yes
estExt_fgenesh1_pg.C_10537.5	bden_t_34036	bdenJAM81_scaffold_1	1617497	1621722	1	BDEG_00596	BDET_00599	bden_JEL423_supercont1.1	1610101	1614338	-1	yes
GP3.006550.5	bden_t_85096	bdenJAM81_scaffold_1	3726690	3730463	1	BDEG_01406	BDET_01410	bden_JEL423_supercont1.1	3755807	3759544	-1	yes
GP3.011350.5	bden_t_85576	bdenJAM81_scaffold_1	746883	747044	-1						NO_GENES_IN_INTERVAL
fgenesh1_pg.C_scaffold_11000232.5	bden_t_26977	bdenJAM81_scaffold_11	713103	713831	-1	BDEG_07747	BDET_07768	bden_JEL423_supercont1.13	644677	645195	-1	yes
GP3.053460.5	bden_t_89787	bdenJAM81_scaffold_8	313843	314049	-1						NO_GENES_IN_INTERVAL
e_gw1.10.21.1.5	bden_t_12913	bdenJAM81_scaffold_10	669744	673345	1	BDEG_07032	BDET_07051	bden_JEL423_supercont1.11	654150	657847	-1	yes
GP3.066810.5	bden_t_91122	bdenJAM81_scaffold_12	417680	419457	-1	BDEG_07370	BDET_07390	bden_JEL423_supercont1.12	561737	562400	-1	no
GP3.066810.5	bden_t_91122	bdenJAM81_scaffold_12	417680	419457	-1	BDEG_07371	BDET_07391	bden_JEL423_supercont1.12	562348	564126	-1	no
fgenesh1_pg.C_scaffold_1000767.5	bden_t_21894	bdenJAM81_scaffold_1	2223463	2230109	1	BDEG_00846	BDET_00850	bden_JEL423_supercont1.1	2218555	2225201	-1	yes
GP3.073720.5	bden_t_91813	bdenJAM81_scaffold_14	186636	187850	1	BDEG_01862	BDET_01866	bden_JEL423_supercont1.2	492992	494206	-1	yes
GP3.061570.5	bden_t_90598	bdenJAM81_scaffold_10	266695	268206	-1	BDEG_06857	BDET_06876	bden_JEL423_supercont1.11	239131	240617	-1	yes
GP3.076640.5	bden_t_92105	bdenJAM81_scaffold_16	45843	47251	1	BDEG_08247	BDET_08272	bden_JEL423_supercont1.15	337330	338600	-1	yes
fgenesh1_pg.C_scaffold_20000043.5	bden_t_28647	bdenJAM81_scaffold_20	123518	124409	-1	BDEG_06422	BDET_06440	bden_JEL423_supercont1.10	146289	146919	-1	yes
GP3.073860.5	bden_t_91827	bdenJAM81_scaffold_14	280470	283724	1	BDEG_01824	BDET_01828	bden_JEL423_supercont1.2	398812	402066	-1	yes
GP3.045540.5	bden_t_88995	bdenJAM81_scaffold_6	1379983	1385430	1	BDEG_04546	BDET_04560	bden_JEL423_supercont1.6	167969	173416	-1	yes
fgenesh1_pg.C_scaffold_2000155.5	bden_t_22768	bdenJAM81_scaffold_2	435669	437055	-1	BDEG_03698	BDET_03707	bden_JEL423_supercont1.4	1383771	1385157	-1	yes
estExt_fgenesh1_pg.C_180049.5	bden_t_36241	bdenJAM81_scaffold_18	147275	148559	1	BDEG_03053	BDET_03061	bden_JEL423_supercont1.3	1415036	1415487	-1	yes
estExt_Genewise1Plus.C_40012.5	bden_t_19138	bdenJAM81_scaffold_4	198595	203579	-1	BDEG_02465	BDET_02472	bden_JEL423_supercont1.2	2073197	2078107	-1	yes
estExt_Genewise1Plus.C_170013.5	bden_t_20992	bdenJAM81_scaffold_17	91293	92435	1	BDEG_08498	BDET_08523	bden_JEL423_supercont1.16	426926	429926	-1	yes
e_gw1.8.179.1.5	bden_t_12466	bdenJAM81_scaffold_8	144301	145503	1	BDEG_07179	BDET_07198	bden_JEL423_supercont1.12	44213	46972	-1	yes
