GLEAN_PASA	MRNA_FROM	CHROM	START_FROM	STOP_FROM	STRAND_FROM	JGI	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
GLEANP3_033540	GLEANP3_033540.t1	bdenJAM81_scaffold_4	88709	88945	1	fgenesh1_kg.C_scaffold_4000008.5	bden_t_31547	fgenesh1_kg.C_scaffold_4000008.5	88020	88840	1	yes
GLEANP3_033550	GLEANP3_033550.t1	bdenJAM81_scaffold_4	116356	116812	1	GP3.033550.5	bden_t_87796	GP3.033550.5	116356	116812	1	yes
GLEANP3_033560	GLEANP3_033560.t1	bdenJAM81_scaffold_4	130681	132755	1	fgenesh1_pg.C_scaffold_4000044.5	bden_t_23805	fgenesh1_pg.C_scaffold_4000044.5	130417	132755	1	yes
GLEANP3_033570	GLEANP3_033570.t1	bdenJAM81_scaffold_4	133157	138951	1	fgenesh1_pg.C_scaffold_4000045.5	bden_t_23806	fgenesh1_pg.C_scaffold_4000045.5	133157	138951	1	yes
GLEANP3_033580	GLEANP3_033580.t1	bdenJAM81_scaffold_4	139277	141542	1	fgenesh1_pg.C_scaffold_4000046.5	bden_t_23807	fgenesh1_pg.C_scaffold_4000046.5	139179	142382	1	yes
GLEANP3_033590	GLEANP3_033590.t1	bdenJAM81_scaffold_4	151761	152261	1	estExt_fgenesh1_kg.C_40018.5	bden_t_36787	estExt_fgenesh1_kg.C_40018.5	152141	153168	-1	yes
GLEANP3_033600	GLEANP3_033600.t1	bdenJAM81_scaffold_4	171803	178262	1	GP3.033600.5	bden_t_87801	GP3.033600.5	171803	178262	1	yes
GLEANP3_033610	GLEANP3_033610.t1	bdenJAM81_scaffold_4	178522	181366	1	GP3.033610.5	bden_t_87802	GP3.033610.5	178522	181366	1	yes
GLEANP3_033620	GLEANP3_033620.t1	bdenJAM81_scaffold_4	181810	184192	1	fgenesh1_pg.C_scaffold_4000055.5	bden_t_23816	fgenesh1_pg.C_scaffold_4000055.5	181810	184192	1	yes
GLEANP3_033630	GLEANP3_033630.t1	bdenJAM81_scaffold_4	189748	191327	1	GP3.033630.5	bden_t_87804	GP3.033630.5	189748	191327	1	yes
GLEANP3_033640	GLEANP3_033640.t1	bdenJAM81_scaffold_4	191516	193259	1	fgenesh1_pg.C_scaffold_4000059.5	bden_t_23820	fgenesh1_pg.C_scaffold_4000059.5	191516	193259	1	yes
GLEANP3_033650	GLEANP3_033650.t1	bdenJAM81_scaffold_4	197088	198185	1	fgenesh1_pm.C_scaffold_4000016.5	bden_t_29762	fgenesh1_pm.C_scaffold_4000016.5	196883	198185	1	yes
GLEANP3_033660	GLEANP3_033660.t1	bdenJAM81_scaffold_4	206872	208984	1	fgenesh1_pg.C_scaffold_4000064.5	bden_t_23825	fgenesh1_pg.C_scaffold_4000064.5	206872	208839	1	yes
GLEANP3_033670	GLEANP3_033670.t1	bdenJAM81_scaffold_4	226716	228179	1	fgenesh1_pg.C_scaffold_4000072.5	bden_t_23833	fgenesh1_pg.C_scaffold_4000072.5	226716	228179	1	yes
GLEANP3_033680	GLEANP3_033680.t1	bdenJAM81_scaffold_4	239833	241272	1	fgenesh1_pg.C_scaffold_4000076.5	bden_t_23837	fgenesh1_pg.C_scaffold_4000076.5	238123	241272	1	yes
GLEANP3_033690	GLEANP3_033690.t1	bdenJAM81_scaffold_4	241654	243936	1	fgenesh1_pg.C_scaffold_4000077.5	bden_t_23838	fgenesh1_pg.C_scaffold_4000077.5	241654	243936	1	yes
GLEANP3_033700	GLEANP3_033700.t1	bdenJAM81_scaffold_4	256249	257922	1	GP3.033700.5	bden_t_87811	GP3.033700.5	256249	257922	1	yes
GLEANP3_033710	GLEANP3_033710.t1	bdenJAM81_scaffold_4	282452	282878	1	fgenesh1_pg.C_scaffold_4000093.5	bden_t_23854	fgenesh1_pg.C_scaffold_4000093.5	282437	282926	-1	yes
GLEANP3_033720	GLEANP3_033720.t1	bdenJAM81_scaffold_4	353803	354299	1	fgenesh1_pg.C_scaffold_4000114.5	bden_t_23875	fgenesh1_pg.C_scaffold_4000114.5	353803	355036	1	yes
GLEANP3_033730	GLEANP3_033730.t1	bdenJAM81_scaffold_4	354434	355036	1	fgenesh1_pg.C_scaffold_4000114.5	bden_t_23875	fgenesh1_pg.C_scaffold_4000114.5	353803	355036	1	yes
GLEANP3_033740	GLEANP3_033740.t1	bdenJAM81_scaffold_4	368745	370208	1	e_gw1.4.116.1.5	bden_t_10746	e_gw1.4.116.1.5	368361	372534	1	yes
GLEANP3_033750	GLEANP3_033750.t1	bdenJAM81_scaffold_4	370600	372534	1	e_gw1.4.116.1.5	bden_t_10746	e_gw1.4.116.1.5	368361	372534	1	yes
GLEANP3_033760	GLEANP3_033760.t1	bdenJAM81_scaffold_4	376869	377730	1	GP3.033760.5	bden_t_87817	GP3.033760.5	376869	377730	1	yes
GLEANP3_033770	GLEANP3_033770.t1	bdenJAM81_scaffold_4	383696	385129	1	GP3.033770.5	bden_t_87818	GP3.033770.5	383696	385129	1	yes
GLEANP3_033780	GLEANP3_033780.t1	bdenJAM81_scaffold_4	413525	416405	1	GP3.033780.5	bden_t_87819	GP3.033780.5	413525	416405	1	yes
GLEANP3_033790	GLEANP3_033790.t1	bdenJAM81_scaffold_4	419083	420754	1	GP3.033790.5	bden_t_87820	GP3.033790.5	419083	420754	1	yes
GLEANP3_033800	GLEANP3_033800.t1	bdenJAM81_scaffold_4	433922	435457	1	e_gw1.4.294.1.5	bden_t_10822	e_gw1.4.294.1.5	434331	435457	1	yes
GLEANP3_033810	GLEANP3_033810.t1	bdenJAM81_scaffold_4	439475	439771	1	GP3.033810.5	bden_t_87822	GP3.033810.5	439475	439771	1	yes
GLEANP3_033820	GLEANP3_033820.t1	bdenJAM81_scaffold_4	447575	448700	1	fgenesh1_pg.C_scaffold_4000144.5	bden_t_23905	fgenesh1_pg.C_scaffold_4000144.5	447276	448700	1	yes
GLEANP3_033830	GLEANP3_033830.t1	bdenJAM81_scaffold_4	449349	450890	1	fgenesh1_pg.C_scaffold_4000145.5	bden_t_23906	fgenesh1_pg.C_scaffold_4000145.5	449349	450890	1	yes
GLEANP3_033840	GLEANP3_033840.t1	bdenJAM81_scaffold_4	463138	463892	1	gw1.4.514.1.5	bden_t_7306	gw1.4.514.1.5	463297	463883	1	yes
GLEANP3_033850	GLEANP3_033850.t1	bdenJAM81_scaffold_4	464344	467545	1	e_gw1.4.556.1.5	bden_t_10382	e_gw1.4.556.1.5	464344	464764	1	yes
GLEANP3_033860	GLEANP3_033860.t1	bdenJAM81_scaffold_4	485689	486327	1	GP3.033860.5	bden_t_87827	GP3.033860.5	485689	486327	1	yes
GLEANP3_033870	GLEANP3_033870.t1	bdenJAM81_scaffold_4	490647	492799	1	e_gw1.4.73.1.5	bden_t_10391	e_gw1.4.73.1.5	491103	492799	1	yes
GLEANP3_033880	GLEANP3_033880.t1	bdenJAM81_scaffold_4	529385	529941	1	fgenesh1_pg.C_scaffold_4000172.5	bden_t_23933	fgenesh1_pg.C_scaffold_4000172.5	529054	529941	1	yes
GLEANP3_033890	GLEANP3_033890.t1	bdenJAM81_scaffold_4	545407	545889	1	GP3.033890.5	bden_t_87830	GP3.033890.5	545407	545889	1	yes
GLEANP3_033900	GLEANP3_033900.t1	bdenJAM81_scaffold_4	555847	557610	1	GP3.033900.5	bden_t_87831	GP3.033900.5	555847	557610	1	yes
GLEANP3_033910	GLEANP3_033910.t1	bdenJAM81_scaffold_4	574028	574702	1	GP3.033910.5	bden_t_87832	GP3.033910.5	574028	574702	1	yes
GLEANP3_033920	GLEANP3_033920.t1	bdenJAM81_scaffold_4	583814	584893	1	e_gw1.4.407.1.5	bden_t_10873	e_gw1.4.407.1.5	583934	584893	1	yes
GLEANP3_033930	GLEANP3_033930.t1	bdenJAM81_scaffold_4	585968	587952	1	GP3.033930.5	bden_t_87834	GP3.033930.5	585968	587952	1	yes
GLEANP3_033940	GLEANP3_033940.t1	bdenJAM81_scaffold_4	594522	595193	1	fgenesh1_kg.C_scaffold_4000048.5	bden_t_31587	fgenesh1_kg.C_scaffold_4000048.5	594462	595954	1	yes
GLEANP3_033950	GLEANP3_033950.t1	bdenJAM81_scaffold_4	612167	612442	1	GP3.033950.5	bden_t_87836	GP3.033950.5	612167	612442	1	yes
GLEANP3_033960	GLEANP3_033960.t1	bdenJAM81_scaffold_4	623185	625332	1	GP3.033960.5	bden_t_87837	GP3.033960.5	623185	625332	1	yes
GLEANP3_033970	GLEANP3_033970.t1	bdenJAM81_scaffold_4	638264	639691	1	fgenesh1_pg.C_scaffold_4000215.5	bden_t_23976	fgenesh1_pg.C_scaffold_4000215.5	638264	639691	1	yes
GLEANP3_033980	GLEANP3_033980.t1	bdenJAM81_scaffold_4	643906	644523	1	GP3.033980.5	bden_t_87839	GP3.033980.5	643906	644523	1	yes
GLEANP3_033990	GLEANP3_033990.t1	bdenJAM81_scaffold_4	651596	652942	1	gw1.4.58.1.5	bden_t_786	gw1.4.58.1.5	651515	654783	1	yes
GLEANP3_034000	GLEANP3_034000.t1	bdenJAM81_scaffold_4	653537	655191	1	gw1.4.58.1.5	bden_t_786	gw1.4.58.1.5	651515	654783	1	yes
GLEANP3_034010	GLEANP3_034010.t1	bdenJAM81_scaffold_4	655857	660279	1	fgenesh1_pg.C_scaffold_4000224.5	bden_t_23985	fgenesh1_pg.C_scaffold_4000224.5	656199	660279	1	yes
GLEANP3_034020	GLEANP3_034020.t1	bdenJAM81_scaffold_4	660594	661163	1	fgenesh1_pg.C_scaffold_4000225.5	bden_t_23986	fgenesh1_pg.C_scaffold_4000225.5	660396	661163	1	yes
GLEANP3_034030	GLEANP3_034030.t1	bdenJAM81_scaffold_4	683620	684051	1	gw1.4.438.1.5	bden_t_6271	gw1.4.438.1.5	683668	684429	1	yes
GLEANP3_034040	bdenJAM81_scaffold_4	709310	709533	1					NO_MATCH
GLEANP3_034050	GLEANP3_034050.t1	bdenJAM81_scaffold_4	724382	725207	1	GP3.034050.5	bden_t_87846	GP3.034050.5	724382	725207	1	yes
GLEANP3_034060	GLEANP3_034060.t1	bdenJAM81_scaffold_4	739460	739850	1	GP3.034060.5	bden_t_87847	GP3.034060.5	739460	739850	1	yes
GLEANP3_034070	GLEANP3_034070.t1	bdenJAM81_scaffold_4	740493	741241	1	GP3.034070.5	bden_t_87848	GP3.034070.5	740493	741241	1	yes
GLEANP3_034080	GLEANP3_034080.t1	bdenJAM81_scaffold_4	761332	761983	1	GP3.034080.5	bden_t_87849	GP3.034080.5	761332	761983	1	yes
GLEANP3_034090	GLEANP3_034090.t1	bdenJAM81_scaffold_4	772665	773875	1	fgenesh1_pg.C_scaffold_4000258.5	bden_t_24019	fgenesh1_pg.C_scaffold_4000258.5	772665	773875	1	yes
GLEANP3_034100	GLEANP3_034100.t1	bdenJAM81_scaffold_4	775238	776433	1	GP3.034100.5	bden_t_87851	GP3.034100.5	775238	776433	1	yes
GLEANP3_034110	GLEANP3_034110.t1	bdenJAM81_scaffold_4	779165	779842	1	GP3.034110.5	bden_t_87852	GP3.034110.5	779165	779842	1	yes
GLEANP3_034120	GLEANP3_034120.t1	bdenJAM81_scaffold_4	780229	780793	1	GP3.034120.5	bden_t_87853	GP3.034120.5	780229	780793	1	yes
GLEANP3_034130	GLEANP3_034130.t1	bdenJAM81_scaffold_4	781040	783493	1	e_gw1.4.147.1.5	bden_t_10843	e_gw1.4.147.1.5	781298	783353	1	yes
GLEANP3_034140	GLEANP3_034140.t1	bdenJAM81_scaffold_4	791801	792371	1	e_gw1.4.341.1.5	bden_t_10760	e_gw1.4.341.1.5	791907	792754	1	yes
GLEANP3_034150	GLEANP3_034150.t1	bdenJAM81_scaffold_4	792689	793342	1	e_gw1.4.341.1.5	bden_t_10760	e_gw1.4.341.1.5	791907	792754	1	yes
GLEANP3_034160	GLEANP3_034160.t1	bdenJAM81_scaffold_4	793698	795658	1	GP3.034160.5	bden_t_87857	GP3.034160.5	793698	795658	1	yes
GLEANP3_034170	GLEANP3_034170.t1	bdenJAM81_scaffold_4	798288	800774	1	fgenesh1_pg.C_scaffold_4000270.5	bden_t_24031	fgenesh1_pg.C_scaffold_4000270.5	798288	800774	1	yes
GLEANP3_034180	GLEANP3_034180.t1	bdenJAM81_scaffold_4	821083	822398	1	GP3.034180.5	bden_t_87859	GP3.034180.5	821083	822398	1	yes
GLEANP3_034190	GLEANP3_034190.t1	bdenJAM81_scaffold_4	823057	827103	1	fgenesh1_pg.C_scaffold_4000278.5	bden_t_24039	fgenesh1_pg.C_scaffold_4000278.5	822888	827103	1	yes
GLEANP3_034200	GLEANP3_034200.t1	bdenJAM81_scaffold_4	840849	842270	1	GP3.034200.5	bden_t_87861	GP3.034200.5	840849	842270	1	yes
GLEANP3_034210	GLEANP3_034210.t1	bdenJAM81_scaffold_4	844421	846544	1	fgenesh1_pg.C_scaffold_4000286.5	bden_t_24047	fgenesh1_pg.C_scaffold_4000286.5	844212	846544	1	yes
GLEANP3_034220	GLEANP3_034220.t1	bdenJAM81_scaffold_4	854539	855156	1	fgenesh1_pg.C_scaffold_4000290.5	bden_t_24051	fgenesh1_pg.C_scaffold_4000290.5	854563	855156	1	yes
GLEANP3_034230	GLEANP3_034230.t1	bdenJAM81_scaffold_4	856254	857228	1	GP3.034230.5	bden_t_87864	GP3.034230.5	856254	857228	1	yes
GLEANP3_034240	GLEANP3_034240.t1	bdenJAM81_scaffold_4	875164	875582	1	GP3.034240.5	bden_t_87865	GP3.034240.5	875164	875582	1	yes
GLEANP3_034250	GLEANP3_034250.t1	bdenJAM81_scaffold_4	877284	880254	1	GP3.034250.5	bden_t_87866	GP3.034250.5	877284	880254	1	yes
GLEANP3_034260	GLEANP3_034260.t1	bdenJAM81_scaffold_4	912787	913257	1	fgenesh1_pg.C_scaffold_4000312.5	bden_t_24073	fgenesh1_pg.C_scaffold_4000312.5	912787	913257	1	yes
GLEANP3_034270	GLEANP3_034270.t1	bdenJAM81_scaffold_4	916944	917882	1	fgenesh1_pg.C_scaffold_4000314.5	bden_t_24075	fgenesh1_pg.C_scaffold_4000314.5	916944	917882	1	yes
GLEANP3_034280	GLEANP3_034280.t1	bdenJAM81_scaffold_4	923827	924006	1	GP3.034280.5	bden_t_87869	GP3.034280.5	923827	924006	1	yes
GLEANP3_034290	bdenJAM81_scaffold_4	924102	925280	1					NO_MATCH
GLEANP3_034300	bdenJAM81_scaffold_4	934960	936138	1					NO_MATCH
GLEANP3_034310	GLEANP3_034310.t1	bdenJAM81_scaffold_4	937894	939303	1	GP3.034310.5	bden_t_87872	GP3.034310.5	937894	939303	1	yes
GLEANP3_034320	GLEANP3_034320.t1	bdenJAM81_scaffold_4	940580	942190	1	estExt_fgenesh1_pg.C_40317.5	bden_t_34836	estExt_fgenesh1_pg.C_40317.5	940350	942336	1	yes
GLEANP3_034330	GLEANP3_034330.t1	bdenJAM81_scaffold_4	949152	950984	1	fgenesh1_pg.C_scaffold_4000325.5	bden_t_24086	fgenesh1_pg.C_scaffold_4000325.5	948811	950984	1	yes
GLEANP3_034340	GLEANP3_034340.t1	bdenJAM81_scaffold_4	962912	964429	1	GP3.034340.5	bden_t_87875	GP3.034340.5	962912	964429	1	yes
GLEANP3_034350	GLEANP3_034350.t1	bdenJAM81_scaffold_4	996115	999632	1	GP3.034350.5	bden_t_87876	GP3.034350.5	996115	999632	1	yes
GLEANP3_034360	GLEANP3_034360.t1	bdenJAM81_scaffold_4	1000093	1003145	1	fgenesh1_pg.C_scaffold_4000343.5	bden_t_24104	fgenesh1_pg.C_scaffold_4000343.5	1000087	1003564	1	yes
GLEANP3_034370	GLEANP3_034370.t1	bdenJAM81_scaffold_4	1025808	1026566	1	GP3.034370.5	bden_t_87878	GP3.034370.5	1025808	1026566	1	yes
GLEANP3_034380	GLEANP3_034380.t1	bdenJAM81_scaffold_4	1036366	1036569	1	GP3.034380.5	bden_t_87879	GP3.034380.5	1036366	1036569	1	yes
GLEANP3_034390	GLEANP3_034390.t1	bdenJAM81_scaffold_4	1041637	1042784	1	fgenesh1_pg.C_scaffold_4000353.5	bden_t_24114	fgenesh1_pg.C_scaffold_4000353.5	1041637	1042784	1	yes
GLEANP3_034400	GLEANP3_034400.t1	bdenJAM81_scaffold_4	1061878	1062261	1	GP3.034400.5	bden_t_87881	GP3.034400.5	1061878	1062261	1	yes
GLEANP3_034410	GLEANP3_034410.t1	bdenJAM81_scaffold_4	1081778	1082704	1	fgenesh1_pg.C_scaffold_4000363.5	bden_t_24124	fgenesh1_pg.C_scaffold_4000363.5	1081778	1082704	1	yes
GLEANP3_034420	GLEANP3_034420.t1	bdenJAM81_scaffold_4	1089311	1089905	1	GP3.034420.5	bden_t_87883	GP3.034420.5	1089311	1089905	1	yes
GLEANP3_034430	GLEANP3_034430.t1	bdenJAM81_scaffold_4	1090003	1093457	1	e_gw1.4.370.1.5	bden_t_10556	e_gw1.4.370.1.5	1092960	1093457	1	yes
GLEANP3_034440	GLEANP3_034440.t1	bdenJAM81_scaffold_4	1098181	1101201	1	GP3.034440.5	bden_t_87885	GP3.034440.5	1098181	1101201	1	yes
GLEANP3_034450	GLEANP3_034450.t1	bdenJAM81_scaffold_4	1119990	1123764	1	GP3.034450.5	bden_t_87886	GP3.034450.5	1119990	1123764	1	yes
GLEANP3_034460	GLEANP3_034460.t1	bdenJAM81_scaffold_4	1124477	1126953	1	GP3.034460.5	bden_t_87887	GP3.034460.5	1124477	1126953	1	yes
GLEANP3_034470	GLEANP3_034470.t1	bdenJAM81_scaffold_4	1127339	1128539	1	e_gw1.4.336.1.5	bden_t_10671	e_gw1.4.336.1.5	1127848	1128539	1	yes
GLEANP3_034480	GLEANP3_034480.t1	bdenJAM81_scaffold_4	1133975	1135214	1	estExt_Genewise1Plus.C_40375.5	bden_t_19314	estExt_Genewise1Plus.C_40375.5	1135173	1137312	-1	yes
GLEANP3_034490	GLEANP3_034490.t1	bdenJAM81_scaffold_4	1152701	1154583	1	fgenesh1_pg.C_scaffold_4000386.5	bden_t_24147	fgenesh1_pg.C_scaffold_4000386.5	1152701	1154583	1	yes
GLEANP3_034500	GLEANP3_034500.t1	bdenJAM81_scaffold_4	1156509	1157421	1	e_gw1.4.476.1.5	bden_t_10435	e_gw1.4.476.1.5	1156805	1157237	1	yes
GLEANP3_034510	GLEANP3_034510.t1	bdenJAM81_scaffold_4	1174932	1176877	1	GP3.034510.5	bden_t_87892	GP3.034510.5	1174932	1176877	1	yes
GLEANP3_034520	GLEANP3_034520.t1	bdenJAM81_scaffold_4	1192839	1194512	1	fgenesh1_pg.C_scaffold_4000396.5	bden_t_24157	fgenesh1_pg.C_scaffold_4000396.5	1192839	1195329	1	yes
GLEANP3_034530	GLEANP3_034530.t1	bdenJAM81_scaffold_4	1195499	1196020	1	fgenesh1_pg.C_scaffold_4000397.5	bden_t_24158	fgenesh1_pg.C_scaffold_4000397.5	1195499	1196020	1	yes
GLEANP3_034540	GLEANP3_034540.t1	bdenJAM81_scaffold_4	1199278	1199742	1	GP3.034540.5	bden_t_87895	GP3.034540.5	1199278	1199742	1	yes
GLEANP3_034550	GLEANP3_034550.t1	bdenJAM81_scaffold_4	1220614	1221134	1	GP3.034550.5	bden_t_87896	GP3.034550.5	1220614	1221134	1	yes
GLEANP3_034560	GLEANP3_034560.t1	bdenJAM81_scaffold_4	1254643	1256957	1	GP3.034560.5	bden_t_87897	GP3.034560.5	1254643	1256957	1	yes
GLEANP3_034570	GLEANP3_034570.t1	bdenJAM81_scaffold_4	1257916	1260246	1	GP3.034570.5	bden_t_87898	GP3.034570.5	1257916	1260246	1	yes
GLEANP3_034580	GLEANP3_034580.t1	bdenJAM81_scaffold_4	1262649	1263742	1	estExt_Genewise1Plus.C_40408.5	bden_t_19329	estExt_Genewise1Plus.C_40408.5	1261974	1263742	1	yes
GLEANP3_034590	GLEANP3_034590.t1	bdenJAM81_scaffold_4	1272197	1272898	1	fgenesh1_pg.C_scaffold_4000415.5	bden_t_24176	fgenesh1_pg.C_scaffold_4000415.5	1271964	1272898	1	yes
GLEANP3_034600	GLEANP3_034600.t1	bdenJAM81_scaffold_4	1274649	1276001	1	GP3.034600.5	bden_t_87901	GP3.034600.5	1274649	1276001	1	yes
GLEANP3_034610	GLEANP3_034610.t1	bdenJAM81_scaffold_4	1285763	1286455	1	fgenesh1_pg.C_scaffold_4000421.5	bden_t_24182	fgenesh1_pg.C_scaffold_4000421.5	1285763	1289013	1	yes
GLEANP3_034620	GLEANP3_034620.t1	bdenJAM81_scaffold_4	1286767	1289013	1	fgenesh1_pg.C_scaffold_4000421.5	bden_t_24182	fgenesh1_pg.C_scaffold_4000421.5	1285763	1289013	1	yes
GLEANP3_034630	GLEANP3_034630.t1	bdenJAM81_scaffold_4	1308960	1310023	1	e_gw1.4.520.1.5	bden_t_10515	e_gw1.4.520.1.5	1309609	1309945	1	yes
GLEANP3_034640	bdenJAM81_scaffold_4	1325228	1325695	1					NO_MATCH
GLEANP3_034650	GLEANP3_034650.t1	bdenJAM81_scaffold_4	1330450	1331028	1	estExt_fgenesh1_kg.C_40104.5	bden_t_36863	estExt_fgenesh1_kg.C_40104.5	1330848	1333664	-1	no
GLEANP3_034650	GLEANP3_034650.t1	bdenJAM81_scaffold_4	1330450	1331028	1	estExt_fgenesh1_kg.C_40103.5	bden_t_36862	estExt_fgenesh1_kg.C_40103.5	1329154	1330474	1	no
GLEANP3_034660	GLEANP3_034660.t1	bdenJAM81_scaffold_4	1364920	1365210	1	GP3.034660.5	bden_t_87907	GP3.034660.5	1364920	1365210	1	yes
GLEANP3_034670	GLEANP3_034670.t1	bdenJAM81_scaffold_4	1366195	1368517	1	fgenesh1_pg.C_scaffold_4000443.5	bden_t_24204	fgenesh1_pg.C_scaffold_4000443.5	1367408	1368517	1	no
GLEANP3_034670	GLEANP3_034670.t1	bdenJAM81_scaffold_4	1366195	1368517	1	fgenesh1_pg.C_scaffold_4000442.5	bden_t_24203	fgenesh1_pg.C_scaffold_4000442.5	1366561	1367216	1	no
GLEANP3_034680	GLEANP3_034680.t1	bdenJAM81_scaffold_4	1372760	1374088	1	GP3.034680.5	bden_t_87909	GP3.034680.5	1372760	1374088	1	yes
GLEANP3_034690	GLEANP3_034690.t1	bdenJAM81_scaffold_4	1380469	1382338	1	fgenesh1_pg.C_scaffold_4000448.5	bden_t_24209	fgenesh1_pg.C_scaffold_4000448.5	1380940	1382338	1	yes
GLEANP3_034700	GLEANP3_034700.t1	bdenJAM81_scaffold_4	1397606	1399850	1	fgenesh1_pg.C_scaffold_4000452.5	bden_t_24213	fgenesh1_pg.C_scaffold_4000452.5	1397606	1399850	1	yes
GLEANP3_034710	GLEANP3_034710.t1	bdenJAM81_scaffold_4	1407976	1408290	1	GP3.034710.5	bden_t_87912	GP3.034710.5	1407976	1408290	1	yes
GLEANP3_034720	GLEANP3_034720.t1	bdenJAM81_scaffold_4	1408292	1408882	1	fgenesh1_pg.C_scaffold_4000457.5	bden_t_24218	fgenesh1_pg.C_scaffold_4000457.5	1408292	1408882	1	yes
GLEANP3_034730	GLEANP3_034730.t1	bdenJAM81_scaffold_4	1418429	1420330	1	GP3.034730.5	bden_t_87914	GP3.034730.5	1418429	1420330	1	yes
GLEANP3_034740	GLEANP3_034740.t1	bdenJAM81_scaffold_4	1420887	1421432	1	fgenesh1_pg.C_scaffold_4000464.5	bden_t_24225	fgenesh1_pg.C_scaffold_4000464.5	1420887	1421432	1	yes
GLEANP3_034750	GLEANP3_034750.t1	bdenJAM81_scaffold_4	1422627	1422932	1	GP3.034750.5	bden_t_87916	GP3.034750.5	1422627	1422932	1	yes
GLEANP3_034760	GLEANP3_034760.t1	bdenJAM81_scaffold_4	1423394	1424853	1	fgenesh1_pg.C_scaffold_4000466.5	bden_t_24227	fgenesh1_pg.C_scaffold_4000466.5	1423409	1424853	1	yes
GLEANP3_034770	GLEANP3_034770.t1	bdenJAM81_scaffold_4	1436809	1441590	1	estExt_fgenesh1_pg.C_40466.5	bden_t_34900	estExt_fgenesh1_pg.C_40466.5	1436809	1441941	1	yes
GLEANP3_034780	GLEANP3_034780.t1	bdenJAM81_scaffold_4	1444766	1445196	1	GP3.034780.5	bden_t_87919	GP3.034780.5	1444766	1445196	1	yes
GLEANP3_034790	GLEANP3_034790.t1	bdenJAM81_scaffold_4	1465870	1466358	1	fgenesh1_pg.C_scaffold_4000480.5	bden_t_24241	fgenesh1_pg.C_scaffold_4000480.5	1465870	1466358	1	yes
GLEANP3_034800	GLEANP3_034800.t1	bdenJAM81_scaffold_4	1469009	1469626	1	fgenesh1_pg.C_scaffold_4000481.5	bden_t_24242	fgenesh1_pg.C_scaffold_4000481.5	1468925	1469626	1	yes
GLEANP3_034810	GLEANP3_034810.t1	bdenJAM81_scaffold_4	1474604	1475071	1	fgenesh1_pg.C_scaffold_4000482.5	bden_t_24243	fgenesh1_pg.C_scaffold_4000482.5	1474604	1475071	1	yes
GLEANP3_034820	GLEANP3_034820.t1	bdenJAM81_scaffold_4	1476950	1477627	1	GP3.034820.5	bden_t_87923	GP3.034820.5	1476950	1477627	1	yes
GLEANP3_034830	GLEANP3_034830.t1	bdenJAM81_scaffold_4	1496279	1498324	1	fgenesh1_pg.C_scaffold_4000487.5	bden_t_24248	fgenesh1_pg.C_scaffold_4000487.5	1496237	1498324	1	yes
GLEANP3_034840	GLEANP3_034840.t1	bdenJAM81_scaffold_4	1499775	1500710	1	GP3.034840.5	bden_t_87925	GP3.034840.5	1499775	1500710	1	yes
GLEANP3_034850	GLEANP3_034850.t1	bdenJAM81_scaffold_4	1516838	1519913	1	GP3.034850.5	bden_t_87926	GP3.034850.5	1516838	1519913	1	yes
GLEANP3_034860	GLEANP3_034860.t1	bdenJAM81_scaffold_4	1520026	1521468	1	fgenesh1_pg.C_scaffold_4000496.5	bden_t_24257	fgenesh1_pg.C_scaffold_4000496.5	1520026	1521682	1	yes
GLEANP3_034870	GLEANP3_034870.t1	bdenJAM81_scaffold_4	1529101	1530816	1	GP3.034870.5	bden_t_87928	GP3.034870.5	1529101	1530816	1	yes
GLEANP3_034880	GLEANP3_034880.t1	bdenJAM81_scaffold_4	1543565	1544587	1	GP3.034880.5	bden_t_87929	GP3.034880.5	1543565	1544587	1	yes
GLEANP3_034890	GLEANP3_034890.t1	bdenJAM81_scaffold_4	1561987	1563175	1	fgenesh1_pg.C_scaffold_4000508.5	bden_t_24269	fgenesh1_pg.C_scaffold_4000508.5	1561987	1563175	1	yes
GLEANP3_034900	GLEANP3_034900.t1	bdenJAM81_scaffold_4	1569718	1572070	1	fgenesh1_pg.C_scaffold_4000512.5	bden_t_24273	fgenesh1_pg.C_scaffold_4000512.5	1568892	1572070	1	yes
GLEANP3_034910	GLEANP3_034910.t1	bdenJAM81_scaffold_4	1585928	1586529	1	fgenesh1_pg.C_scaffold_4000517.5	bden_t_24278	fgenesh1_pg.C_scaffold_4000517.5	1585928	1587115	1	yes
GLEANP3_034920	GLEANP3_034920.t1	bdenJAM81_scaffold_4	1586813	1587115	1	fgenesh1_pg.C_scaffold_4000517.5	bden_t_24278	fgenesh1_pg.C_scaffold_4000517.5	1585928	1587115	1	yes
GLEANP3_034930	GLEANP3_034930.t1	bdenJAM81_scaffold_4	1597076	1598490	1	e_gw1.4.355.1.5	bden_t_10576	e_gw1.4.355.1.5	1597331	1598490	1	yes
GLEANP3_034940	GLEANP3_034940.t1	bdenJAM81_scaffold_4	1598710	1599285	1	GP3.034940.5	bden_t_87935	GP3.034940.5	1598710	1599285	1	yes
GLEANP3_034950	GLEANP3_034950.t1	bdenJAM81_scaffold_5	17074	18225	1	fgenesh1_pg.C_scaffold_5000001.5	bden_t_24285	fgenesh1_pg.C_scaffold_5000001.5	16933	17645	1	yes
